director_name,Alma mater,Notes,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Genndy Tartakovsky,California Institute of the Arts,,256,91,266,11000,Adam Sandler,12000,148313048,"['Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,Hotel Transylvania ,164148,37142,Jon Lovitz,2,dracula|hotel|invisible man|monster|transylvania,http://www.imdb.com/title/tt0837562/?ref_=fn_tt_tt_1,168,English,USA,PG,85000000,2012,11000,7.1,1.85,28000
Daniel Espinosa,Denmark,,298,115,79,820,Ryan Reynolds,18000,126149655,"['Action', 'Crime', 'Mystery', 'Thriller']",Denzel Washington,Safe House ,166693,36237,Sam Shepard,1,cia|cia agent|consulate|on the run|safe house,http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1,276,English,USA,R,85000000,2012,16000,6.8,2.35,19000
Brett Ratner,New York University,,236,104,420,535,Gabourey Sidibe,2000,78009155,"['Action', 'Comedy', 'Crime']",Matthew Broderick,Tower Heist ,110073,3768,Judd Hirsch,5,apartment|fbi|fraud|heist|manager,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,194,English,USA,PG-13,75000000,2011,906,6.2,2.35,0
Neil Burger,Yale University,,459,139,168,1000,Theo James,14000,150832203,"['Adventure', 'Mystery', 'Sci-Fi']",Kate Winslet,Divergent ,341058,22226,Mekhi Phifer,2,army|brother sister relationship|dystopia|father son relationship|narrated by character,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,713,English,USA,PG-13,85000000,2014,5000,6.7,2.35,49000
Tarsem Singh,ArtCenter College of Design,,382,106,763,809,Nathan Lane,8000,64933670,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Julia Roberts,Mirror Mirror ,70838,11454,Danny Woodburn,1,kingdom|prince|princess|queen|snow,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,208,English,USA,PG,85000000,2012,886,5.6,1.85,18000
Gary Ross,NaN,,673,142,378,575,Josh Hutcherson,34000,407999255,"['Adventure', 'Drama', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,The Hunger Games ,701607,49942,Anthony Reynolds,0,fight to the death|game|massacre|self survival|suicide attempt,http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1,1959,English,USA,PG-13,78000000,2012,14000,7.3,2.35,140000
Todd Phillips,New York University,,383,102,480,461,Mason Lee,14000,254455986,['Comedy'],Bradley Cooper,The Hangover Part II ,375879,16143,Mike Tyson,0,hotel|male frontal nudity|pubic hair|thailand|wedding,http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,402,English,USA,R,80000000,2011,670,6.5,2.35,56000
Dean Parisot,New York University ,,234,116,23,110,Anthony Hopkins,13000,53215979,"['Action', 'Comedy', 'Crime', 'Thriller']",Bruce Willis,RED 2 ,125036,25220,Garrick Hagon,7,cia|cia agent|rescue|russian|team,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,205,English,USA,PG-13,84000000,2013,12000,6.7,2.35,22000
Mike Mitchell,California Institute of the Arts,,91,87,31,733,Jesse McCartney,1000,133103929,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,22838,4073,Lauren Gottlieb,0,chipmunk|cruise ship|football ball|overboard|tennis ball,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,56,English,USA,G,75000000,2011,1000,4.4,1.85,0
Dennis Dugan,DePaul University,,139,101,221,11000,Adam Sandler,12000,133668525,['Comedy'],Steve Buscemi,Grown Ups 2 ,107817,39269,Jon Lovitz,4,belching|number in title|party|reference to nicki minaj|sneezing,http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1,255,English,USA,PG-13,80000000,2013,11000,5.4,1.85,14000
Dennis Dugan,DePaul University,,204,117,221,503,Bailee Madison,11000,103028109,"['Comedy', 'Romance']",Adam Sandler,Just Go with It ,172878,16325,Kevin Nealon,1,chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini,http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,203,English,USA,PG-13,80000000,2011,3000,6.4,1.85,19000
David Ayer,NaN,,406,134,452,697,Logan Lerman,11000,85707116,"['Action', 'Drama', 'War']",Brad Pitt,Fury ,303185,20411,Jim Parrack,4,battle|battlefield|brutality|combat|tank,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,701,English,USA,R,68000000,2014,8000,7.6,2.35,82000
Frank Coraci,New York University,,178,102,153,269,Leslie Bibb,3000,80360866,"['Comedy', 'Family', 'Romance']",Rosario Dawson,Zookeeper ,44662,5392,Nicholas Turturro,1,champagne bottle|coca cola|jewelry box|red bull|zoo,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127,English,USA,PG,80000000,2011,1000,5.2,2.35,0
Genndy Tartakovsky,California Institute of the Arts,,152,89,266,859,Adam Sandler,12000,169692572,"['Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,Hotel Transylvania 2 ,56501,26839,Fran Drescher,0,california|dracula|hotel|transylvania|vampire,http://www.imdb.com/title/tt2510894/?ref_=fn_tt_tt_1,97,English,USA,PG,80000000,2015,11000,6.7,1.85,16000
Barry Cook,NaN,,113,87,43,210,Tiya Sircar,882,36073232,"['Adventure', 'Animation', 'Family']",Charlie Rowe,Walking with Dinosaurs 3D ,8913,1971,Madison Rothschild,0,brother|dinosaur|head butt|hero|orphan,http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,66,English,USA,PG,80000000,2013,396,5.2,2.35,0
Breck Eisner,Georgetown University,,202,106,42,612,Joseph Gilgun,14000,27356090,"['Action', 'Adventure', 'Fantasy']",Vin Diesel,The Last Witch Hunter ,58752,16922,Lotte Verbeek,0,box office flop|burned to death|magic|witch|witch hunter,http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1,117,English,USA,PG-13,90000000,2015,788,6,2.35,21000
Brad Peyton,"Dalhousie University, CA",,178,94,62,722,Dwayne Johnson,14000,103812241,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Josh Hutcherson,Journey 2: The Mysterious Island ,67296,27842,Kristin Davis,3,gold|hurricane|island|mountain|mysterious island,http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1,133,English,USA,PG,79000000,2012,12000,5.8,1.85,0
Cody Cameron,NaN,,169,95,18,18,Khamani Griffin,622,119793567,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Will Forte,Cloudy with a Chance of Meatballs 2 ,64387,848,Melissa Sturm,0,food|inventor|island|orangutan|scientist,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1,85,English,USA,PG,78000000,2013,161,6.5,2.35,15000
Dennis Dugan,DePaul University,,156,91,221,553,Adam Sandler,14000,74158157,['Comedy'],Al Pacino,Jack and Jill ,60370,27405,Tim Meadows,2,advertising|advertising executive|commercial|protective male|twins,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,264,English,USA,PG,79000000,2011,11000,3.4,1.85,0
Pierre Coffin,France,,306,98,275,1000,Miranda Cosgrove,7000,368049635,"['Animation', 'Comedy', 'Family', 'Sci-Fi']",Steve Carell,Despicable Me 2 ,286877,11905,Steve Coogan,0,dating|minion|overprotective father|undercover spy|woman agent,http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1,284,English,USA,PG,76000000,2013,2000,7.5,1.85,56000
Louis Leterrier,New York University,,384,125,255,963,Common,11000,117698894,"['Crime', 'Mystery', 'Thriller']",Morgan Freeman,Now You See Me ,447979,13312,Michael Kelly,6,bank|fbi|heist|interpol|magician,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,629,English,USA,PG-13,75000000,2013,988,7.3,2.35,105000
Guy Ritchie,NaN,,362,116,0,104,Elizabeth Debicki,15000,45434443,"['Action', 'Adventure', 'Comedy']",Henry Cavill,The Man from U.N.C.L.E. ,175960,15735,Christian Berkel,2,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,English,USA,PG-13,75000000,2015,509,7.3,2.35,43000
Tarsem Singh,ArtCenter College of Design,,284,110,763,222,Daniel Sharman,15000,83503161,"['Action', 'Drama', 'Fantasy', 'Romance']",Henry Cavill,Immortals ,138190,16691,Steve Byers,1,burned alive|castration|olympus|torture|torture device,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405,English,USA,R,75000000,2011,1000,6.1,1.85,30000
Kyle Balda,NaN,,308,91,22,1000,Jon Hamm,7000,336029560,"['Action', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Steve Carell,Minions ,142403,13616,Steve Coogan,0,antarctica|minion|queen|super villain|villain,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275,English,USA,PG,74000000,2015,4000,6.4,1.85,70000
Zack Snyder,ArtCenter College of Design,,435,128,0,826,Abbie Cornish,4000,36381716,"['Action', 'Fantasy']",Jon Hamm,Sucker Punch ,197584,7067,Scott Glenn,4,alternate reality|escape|girl gang|prostitution|samurai,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918,English,USA,PG-13,82000000,2011,2000,6.1,2.35,42000
Clay Kaytis,NaN,,141,97,6,415,Josh Gad,22000,107225164,"['Action', 'Animation', 'Comedy', 'Family']",Peter Dinklage,The Angry Birds Movie ,27130,24350,Keegan-Michael Key,0,butt|downward duck|fish|kingfisher|pig,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126,English,USA,PG,73000000,2016,1000,6.3,1.85,14000
Paul Tibbitt,California Institute of the Arts,,147,92,5,726,Billy West,870,162495848,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Tim Conway,The SpongeBob Movie: Sponge Out of Water ,34359,5217,Eddie Deezen,0,book|magic|pirate|plankton|time machine,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,133,English,USA,PG,74000000,2015,861,6,1.85,16000
Brett Ratner,New York University,,245,101,420,467,Rufus Sewell,12000,72660029,"['Action', 'Adventure']",Dwayne Johnson,Hercules ,115687,16235,Ingrid Bolsø Berdal,0,army|greek mythology|hercules|king|mercenary,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269,English,USA,PG-13,100000000,2014,3000,6,2.35,21000
Antoine Fuqua,West Virginia University,,358,119,845,992,Morgan Freeman,18000,98895417,"['Action', 'Thriller']",Gerard Butler,Olympus Has Fallen ,203154,31782,Radha Mitchell,3,political thriller|politics|president|speaker of the house|u.s. president,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,698,English,USA,R,70000000,2013,11000,6.5,2.35,45000
Jonathan Liebesman,New York University,,355,116,473,464,Jim Parrack,833,83552429,"['Action', 'Sci-Fi']",Noel Fisher,Battle Los Angeles ,154955,4001,Ramon Rodriguez,0,alien|extraterrestrial|invasion|marine|mission,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800,English,USA,PG-13,70000000,2011,697,5.8,2.35,25000
Steven Spielberg,"California State University, Long Beach",,388,146,14000,979,Benedict Cumberbatch,25000,79883359,"['Drama', 'War']",Jeremy Irvine,War Horse ,116159,46726,Eddie Marsan,1,barbed wire|british|cavalry|horse|world war one,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488,English,USA,PG-13,66000000,2011,19000,7.2,2.35,28000
George Clooney,Northern Kentucky University,,371,118,0,559,Matt Damon,13000,78031620,"['Drama', 'War']",Bill Murray,The Monuments Men ,102248,27674,Bob Balaban,7,art|art expert|nazi stolen art|soldier|world war two,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,403,English,USA,PG-13,70000000,2014,13000,6.1,2.35,34000
Gary Shore,NaN,,261,92,28,423,Sarah Gadon,3000,55942830,"['Action', 'Drama', 'Fantasy', 'Horror', 'War']",Dominic Cooper,Dracula Untold ,138582,5178,Zach McGowan,1,death of wife|dracula|tarantula|turk|vampire,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,423,English,USA,PG-13,70000000,2014,692,6.3,2.35,37000
Ron Howard,University of Southern California,,185,111,2000,244,Clint Howard,17000,48430355,"['Comedy', 'Drama']",Channing Tatum,The Dilemma ,43709,18510,Chelcie Ross,2,best friend|friend|investigation|secret|two word title,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141,English,USA,PG-13,70000000,2011,1000,5.3,2.35,0
Måns Mårlind,Sweden,,242,88,24,324,Stephen Rea,5000,62321039,"['Action', 'Fantasy', 'Horror']",Theo James,Underworld: Awakening ,117096,5861,Sandrine Holt,1,battle|cryogenics|detective|scientist|vampire,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,271,English,USA,R,70000000,2012,327,6.4,2.35,24000
Adam Shankman,The Julliard School,,360,136,163,66,Shane Hartline,394,38509342,"['Comedy', 'Drama', 'Musical', 'Romance']",James Martin Kelly,Rock of Ages ,61995,712,Celina Beach,7,concert|love|music industry|panties|pole dancer,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,356,English,USA,PG-13,75000000,2012,217,5.9,2.35,33000
Michael Mann,University of Wisconsin-Madison,,261,133,0,301,Archie Kao,26000,7097125,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Chris Hemsworth,Blackhat ,38983,28129,Brandon Molale,1,chinese|computer|cybercrime|hacker|one word title,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,207,English,USA,R,70000000,2015,326,5.4,2.35,11000
Mikael Håfström,Sweden,,286,115,101,585,50 Cent,13000,25121291,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",Sylvester Stallone,Escape Plan ,177653,15708,Matt Gerald,1,cia agent|escape|muslim|prison|ship,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,279,English,USA,R,50000000,2013,1000,6.7,2.35,34000
Renny Harlin,Finland,,156,99,212,182,Luke Newberry,576,18821279,"['Action', 'Adventure', 'Fantasy']",Roxanne McKee,The Legend of Hercules ,44891,1520,Gaia Weiss,0,ancient greece|forbidden love|hercules|king|slavery,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,202,English,USA,PG-13,70000000,2014,358,4.2,2.35,12000
Seth MacFarlane,Rhode Island School of Design,,280,125,3000,3000,Morgan Freeman,14000,81257500,['Comedy'],Liam Neeson,Ted 2 ,117739,30010,Seth MacFarlane,0,baby|f word|fight|lawyer|marriage,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,229,English,USA,R,68000000,2015,11000,6.4,2.35,30000
Bobby Farrelly,Rensselaer Polytechnic Institute ,,237,111,101,681,Larry Joe Campbell,966,45045037,"['Comedy', 'Romance']",Jenna Fischer,Hall Pass ,103230,3393,Stephen Merchant,3,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,143,English,USA,R,36000000,2011,919,5.9,2.35,10000
Timur Bekmambetov,Russia,,393,105,335,911,Dominic Cooper,3000,37516013,"['Action', 'Fantasy', 'Horror']",Rufus Sewell,Abraham Lincoln: Vampire Hunter ,128629,8281,Benjamin Walker,0,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,348,English,USA,R,69000000,2012,3000,5.9,2.35,98000
Scott Waugh,"University of California, Los Angeles",,327,132,76,464,Dominic Cooper,3000,43568507,"['Action', 'Crime', 'Drama', 'Thriller']",Rami Malek,Need for Speed ,136954,7081,Ramon Rodriguez,1,cross country|custom car|illegal street racing|police officer crushed|street racing,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,346,English,USA,PG-13,66000000,2014,3000,6.5,2.35,32000
Steven Spielberg,"California State University, Long Beach",,538,150,14000,655,Hal Holbrook,23000,182204440,"['Biography', 'Drama', 'History', 'War']",Joseph Gordon-Levitt,Lincoln ,197412,25517,Bruce McGill,0,cultural conflict|politics|president|slavery|u.s. president,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,720,English,USA,PG-13,65000000,2012,826,7.4,2.35,71000
Tom Hooper,"Oxford University, UK",,488,158,0,11000,Eddie Redmayne,20000,148775460,"['Drama', 'Musical', 'Romance']",Hugh Jackman,Les Misérables ,243834,46204,Anne Hathaway,1,barricade|innkeeper|parole|rebellion|student,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,845,English,USA,PG-13,61000000,2012,13000,7.6,1.85,144000
Angelina Jolie Pitt,New York University,First female,322,137,11000,465,Jack O'Connell,769,115603980,"['Biography', 'Drama', 'Sport', 'War']",Finn Wittrock,Unbroken ,103589,2938,Alex Russell,0,emaciation|male nudity|plane crash|prisoner of war|torture,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,351,English,USA,PG-13,65000000,2014,698,7.2,2.35,35000
Larry Charles,Rutgers University,,313,99,119,174,Aasif Mandvi,600,59617068,"['Comedy', 'Romance']",Sayed Badreya,The Dictator ,213863,1375,Horatio Sanz,0,dictator|hotel|oil|overalls|sunglasses,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,310,English,USA,R,65000000,2012,346,6.4,2.35,59000
Will Gluck,Cornell University,,176,118,87,929,Dorian Missick,2000,85911262,"['Comedy', 'Drama', 'Family', 'Musical']",Quvenzhané Wallis,Annie ,24735,4796,David Zayas,6,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,213,English,USA,PG,65000000,2014,1000,5.2,2.39,16000
Glenn Ficarra,Pratt Institute,,279,105,43,523,Adrian Martinez,10000,53846915,"['Comedy', 'Crime', 'Drama', 'Romance']",Will Smith,Focus ,149337,11943,Gerald McRaney,0,con artist|con man|deception|rivalry|seduction,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,221,English,USA,R,50100000,2015,806,6.6,1.85,23000
McG,"University of California, Irvine",,241,103,368,520,Abigail Spencer,27000,54758461,"['Action', 'Comedy', 'Romance']",Tom Hardy,This Means War ,147641,29808,Warren Christie,3,best friend|cia|cia agent|dating|undercover,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,238,English,USA,PG-13,65000000,2012,1000,6.3,2.35,18000
Frank Miller,NaN,,339,102,436,6000,Bruce Willis,23000,13750556,"['Action', 'Crime', 'Thriller']",Joseph Gordon-Levitt,Sin City: A Dame to Kill For ,111102,49433,Eva Green,3,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,239,English,USA,R,65000000,2014,13000,6.5,1.85,32000
Quentin Tarantino,NaN,,596,187,16000,1000,Jennifer Jason Leigh,46000,54116191,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Western']",Craig Stark,The Hateful Eight ,272839,49912,Zoë Bell,1,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,1018,English,USA,R,44000000,2015,1000,7.9,2.76,114000
Tim Hill,NaN,,156,95,25,439,Elizabeth Perkins,989,108012170,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Gary Cole,Hop ,24089,2558,Chelsea Handler,0,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82,English,USA,PG,63000000,2011,664,5.5,1.85,0
David Fincher,NaN,,568,149,21000,625,Sela Ward,835,167735396,"['Crime', 'Drama', 'Mystery', 'Thriller']",Patrick Fugit,Gone Girl ,569841,4348,Emily Ratajkowski,0,based on novel|disappearance|missing person|missing wife|murder suspect,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,1127,English,USA,R,61000000,2014,812,8.1,2.35,146000
Baltasar Kormákur,Iceland,,265,109,175,459,Patrick Fischler,18000,75573300,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Denzel Washington,2 Guns ,156898,20148,Fred Ward,1,close up of breasts|female nudity|fugitive|money|undercover,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,172,English,USA,R,61000000,2013,497,6.7,2.35,22000
Wes Ball,Florida State University,,249,132,47,240,Lili Taylor,988,81687587,"['Action', 'Sci-Fi', 'Thriller']",Ki Hong Lee,The Scorch Trials ,138246,2517,Rosa Salazar,0,desert|disease|escape|resistance|virus,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,360,English,USA,PG-13,61000000,2015,960,6.4,2.35,24000
Christopher McQuarrie,NaN,,387,130,188,1000,Robert Duvall,10000,80033643,"['Action', 'Crime', 'Mystery', 'Thriller']",Tom Cruise,Jack Reacher ,226570,16385,David Oyelowo,2,coma|mysterious villain|police chase|shooting range|sniper,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448,English,USA,PG-13,60000000,2012,3000,7,2.35,38000
Steven Soderbergh,University Labaratory School,,436,106,0,175,Monique Gabriela Curnen,13000,75638743,"['Drama', 'Thriller']",Matt Damon,Contagion ,180479,13634,Griffin Kane,4,contagion|cure|infection|panic|virus,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,411,English,USA,PG-13,60000000,2011,240,6.6,1.85,42000
Chris Butler,University for the Creative Arts,,328,92,28,586,Kodi Smit-McPhee,10000,55994557,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Anna Kendrick,ParaNorman ,72287,13597,Elaine Stritch,0,curse|ghost|outcast|witch|zombie,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,176,English,USA,PG,60000000,2012,884,7,2.35,12000
Kenneth Branagh,"Royal Academy of Dramatic Art, UK",,313,105,0,288,Nonso Anozie,539,50549107,"['Action', 'Drama', 'Thriller']",Colm Feore,Jack Ryan: Shadow Recruit ,99035,1411,Gemma Chan,3,covert analyst|marine|russian|spy|stock market,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,289,English,USA,PG-13,60000000,2014,394,6.2,2.35,17000
David O. Russell,The University of Queensland,,315,124,737,14000,Robert De Niro,34000,56443482,"['Biography', 'Comedy', 'Drama']",Jennifer Lawrence,Joy ,75329,75793,Bradley Cooper,3,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,256,English,USA,PG-13,60000000,2015,22000,6.6,1.85,24000
Graham Annable,NaN,,219,96,7,642,Dee Bradley Baker,874,50807639,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Isaac Hempstead Wright,The Boxtrolls ,40883,3151,Tracy Morgan,3,chase|puppet animation|red hat|stop motion animation|troll,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,122,English,USA,PG,60000000,2014,668,6.8,1.85,11000
Ruben Fleischer,Wesleyan University,,415,113,181,300,Brandon Molale,33000,45996718,"['Action', 'Crime', 'Drama', 'Thriller']",Ryan Gosling,Gangster Squad ,173530,34738,Wade Williams,3,good versus evil|machine gun|mobster|police vigilantism|year 1949,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,264,English,USA,R,60000000,2013,301,6.7,2.35,40000
Scott Stewart,NaN,,225,87,124,77,Alan Dale,865,29136626,"['Action', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",Josh Wingate,Priest ,97089,1417,Jacob Hopkins,0,church|priest|sheriff|vampire|warrior,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,233,English,USA,PG-13,60000000,2011,441,5.7,2.35,20000
Joss Whedon,Wesleyan University,,703,173,0,19000,Robert Downey Jr.,26000,623279547,"['Action', 'Adventure', 'Sci-Fi']",Chris Hemsworth,The Avengers ,995415,87697,Scarlett Johansson,3,alien invasion|assassin|battle|iron man|soldier,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1722,English,USA,PG-13,220000000,2012,21000,8.1,1.85,123000
Akiva Goldsman,Wesleyan University,,189,118,167,778,William Hurt,20000,22451,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Matt Bomer,Winter's Tale ,41288,22447,Kevin Corrigan,0,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,126,English,USA,PG-13,60000000,2014,882,6.2,2.35,17000
Harald Zwart,Denmark,,212,130,91,1000,Kevin Zegers,5000,31165421,"['Fantasy', 'Horror', 'Mystery', 'Romance']",Aidan Turner,The Mortal Instruments: City of Bones ,107028,10247,CCH Pounder,3,battle|demon|magic|secret|warrior,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,457,English,USA,PG-13,60000000,2013,2000,6,2.35,44000
Tim Miller,Virginia Commonwealth University,,579,108,84,361,Ed Skrein,16000,363024263,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi']",Ryan Reynolds,Deadpool ,479047,18239,Stefan Kapicic,0,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,1058,English,USA,R,58000000,2016,805,8.1,2.35,117000
Clint Eastwood,NaN,,490,133,16000,318,Leonard Roberts,14000,350123553,"['Action', 'Biography', 'Drama', 'History', 'Thriller', 'War']",Bradley Cooper,American Sniper ,325264,16277,Keir O'Donnell,0,assassin|death of child|iraq|sniper|sniper rifle,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,916,English,USA,R,58800000,2014,962,7.3,2.35,112000
Rob Letterman,University of Southern California,,218,103,11,543,Dylan Minnette,2000,80021740,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']",Odeya Rush,Goosebumps ,47968,5497,Ken Marino,4,based on book|blob|ferris wheel|manuscript|monster,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,English,USA,PG,58000000,2015,1000,6.4,2.35,35000
Shawn Levy,Yale University,,246,125,189,839,Jessica Szohr,1000,44665963,['Comedy'],Josh Gad,The Internship ,159931,5081,Rob Riggle,2,actor's picture shown in credits|animated credits|google|internship|still images in end credits,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,281,English,USA,PG-13,58000000,2013,847,6.3,2.35,22000
Anthony Hemingway,NaN,,144,125,143,519,Nate Parker,1000,49875589,"['Action', 'Adventure', 'Drama', 'History', 'War']",David Oyelowo,Red Tails ,28807,4416,Tristan Mack Wilds,0,african american|battle|italy|tuskegee airmen|world war two,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,273,English,USA,PG-13,58000000,2012,664,5.9,2.35,0
Sean Anders,NaN,,157,116,51,622,Leighton Meester,11000,36931089,['Comedy'],Adam Sandler,That's My Boy ,70681,16484,Will Forte,2,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,198,English,USA,R,70000000,2012,3000,5.6,2.35,12000
Mark Neveldine,Hobart and William Smith Colleges,,287,96,83,1000,Spencer Wilding,12000,51774002,"['Action', 'Fantasy', 'Thriller']",Nicolas Cage,Ghost Rider: Spirit of Vengeance ,87745,16121,Christopher Lambert,1,deal with the devil|devil|eastern europe|ghost rider|monk,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,331,English,USA,PG-13,57000000,2011,1000,4.3,2.35,18000
